class,year,elevation,eastness,northness,roughness,dew_temp,precip_annual,temp_annual_mean,temp_annual_min,temp_annual_max,temp_january_min,vapor_min,vapor_max,county,longitude,latitude
Yes,2014,1875,8,99,126,-1.6,3551,2.87,-5.67,7.21,-1.47,91,496,pierce,-121.8465,46.932654
Yes,2014,1063,-52,-85,50,-2.14,500,6.09,-7.86,11.7,0.48,197,1155,okanogan,-119.932023,48.372838
No,2014,472,62,-78,8,2.01,313,9.79,-3.87,16.47,3.11,149,1548,adams,-118.323168,46.829936
No,2014,148,81,58,3,3.51,231,11.98,-1.83,18.37,5.6,234,1756,walla_walla,-118.933018,46.225249
Yes,2014,285,-60,-79,25,6.1,2252,9.95,1.1,15,4.89,32,849,pacific,-123.382221,46.730013
Yes,2014,148,99,5,43,6.5,2747,10.09,1.52,14.95,5.24,25,767,grays_harbor,-123.524125,47.230257
Yes,2015,1190,-80,-58,83,-0.07,850,8.43,-3.8,13.58,3.28,284,1181,garfield,-117.514747,46.06167
No,2014,357,-70,70,1,1.92,216,10.2,-4.26,16.73,3.67,200,1600,grant,-119.215895,47.063625
Yes,2014,1131,2,-99,38,0.03,908,5.41,-7.96,12.2,-1.38,48,1073,pend_oreille,-117.440346,48.503015
Yes,2014,64,85,-51,6,6.7,1603,10.85,1.69,15.93,5.77,36,920,mason,-123.09964,47.104704
Yes,2014,42,-89,44,1,6.79,1293,11.04,1.64,16.52,5.56,27,990,thurston,-123.027645,46.786017
Yes,2014,1265,-38,92,42,2.49,1306,6.66,-1.77,10.82,2.5,96,636,clallam,-123.034911,47.870837
Yes,2014,828,95,29,99,4.42,2319,8.91,0.31,13.12,4.7,94,745,jefferson,-123.025852,47.623532
Yes,2014,46,83,-54,16,6.48,1880,10.87,1.7,15.73,6.01,53,905,mason,-123.009918,47.479659
No,2014,25,90,-42,13,6.85,1224,11.32,1.75,16.63,6.02,46,1018,cowlitz,-122.957813,46.291271
No,2014,1091,-48,-87,111,-0.07,485,8.22,-4.23,13.77,2.68,232,1232,asotin,-117.200556,46.08346
Yes,2014,533,90,-43,181,4.93,3934,9.25,1.15,13.47,5.02,87,737,jefferson,-123.572929,47.554532
Yes,2014,140,-93,34,93,6.27,2454,9.82,1,14.67,4.97,26,713,grays_harbor,-123.583563,46.931102
Yes,2014,723,65,75,37,0.5,515,7.42,-6.84,14.37,0.48,91,1342,ferry,-118.347457,48.2505
No,2014,683,-58,-80,38,2,500,9.44,-2.87,15.54,3.33,152,1363,whitman,-117.44007,46.829119
No,2014,143,-85,-51,14,3.29,216,11.8,-1.84,18.48,5.12,171,1752,benton,-119.592081,45.943897
Yes,2014,335,-7,-99,93,4.43,1725,8.68,0.45,12.97,4.39,86,688,clallam,-123.882728,48.071766
No,2014,621,26,96,19,2.24,427,9.48,-3.05,15.67,3.3,151,1370,whitman,-117.63683,47.023837
Yes,2014,77,-91,-41,52,6.57,1463,10.86,1.45,16.34,5.38,28,980,grays_harbor,-123.22804,46.806636
Yes,2014,964,-6,99,76,1.08,999,6.41,-4.53,11.16,1.66,104,873,kittitas,-120.874582,47.136571000000004
Yes,2014,1099,-87,48,51,2.39,2473,6.16,-2.33,10.21,2.1,77,597,cowlitz,-122.244191,46.360916
Yes,2014,1353,-99,-3,97,1.18,3381,5.44,-2.89,9.33,1.56,90,599,cowlitz,-122.265506,46.19524
Yes,2014,478,62,-77,92,4.16,4354,8.99,0.55,13.33,4.66,97,765,mason,-123.361019,47.455832
Yes,2015,1391,15,98,87,1.34,2172,5.16,-3.35,9.06,1.26,95,559,jefferson,-123.248837,47.747381
Yes,2014,608,-44,89,44,5.09,2442,9.25,1.5,13.57,4.93,71,738,jefferson,-123.45456,47.762209
Yes,2014,744,31,94,5,1.14,538,8.26,-5.35,14.42,2.1,138,1333,stevens,-117.941717,47.950387
No,2014,207,99,13,55,5.2,854,9.65,0.5,14.63,4.68,39,880,clallam,-123.294617,48.06211
Yes,2014,872,74,-66,21,0.63,583,7.34,-6.17,13.46,1.21,133,1213,stevens,-118.020679,48.436539
No,2014,490,90,-43,60,1.17,320,9.68,-5.67,15.6,3.76,240,1549,okanogan,-119.739675,48.178107
Yes,2014,689,42,90,55,0.07,465,9.03,-6.09,14.74,3.33,269,1445,okanogan,-120.111764,48.140869
No,2014,946,-97,-20,10,-0.57,337,7.84,-5.78,12.75,2.94,274,1206,douglas,-119.858666,47.86032
No,2014,372,55,83,7,3.39,495,11.47,-1.66,17.41,5.53,261,1588,walla_walla,-118.268402,46.019231
Yes,2014,1196,74,67,82,-0.27,687,6.14,-7.44,11,1.29,185,971,ferry,-118.259409,48.951573
Yes,2014,672,-100,0,59,1.64,606,7.64,-6.17,13.98,1.3,78,1214,stevens,-117.656319,48.774844
Yes,2014,129,-99,1,50,5.47,1501,9.85,-0.1,14.66,5.04,47,832,whatcom,-122.167338,48.702205
Yes,2014,527,-49,87,56,1.97,424,9.46,-3.59,16.1,2.82,131,1461,whitman,-117.640824,47.208802
Yes,2014,201,98,-16,18,6.46,1347,10.27,0.29,14.8,5.75,41,774,whatcom,-122.394394,48.652513
No,2014,6,-99,1,26,6.91,948,10.89,1.85,15.68,6.1,38,828,snohomish,-122.21454,47.999342
Yes,2014,112,-91,40,7,6.75,1279,10.68,1.67,15.08,6.28,48,783,snohomish,-122.020121,47.919761
Yes,2014,260,85,51,32,6.54,3159,9.87,1.61,14.34,5.4,27,657,jefferson,-124.180031,47.871575
Yes,2014,149,91,-40,32,6.58,832,10.65,1.87,15.05,6.25,53,790,jefferson,-122.719216,47.964868
Yes,2014,139,70,70,6,6.78,3098,9.96,1.67,14.44,5.48,22,658,jefferson,-124.122114,47.543349
Yes,2014,106,56,82,28,6.94,2791,9.99,2.02,14.27,5.71,23,624,grays_harbor,-124.25717,47.477755
Yes,2014,1002,35,-93,17,3.08,2385,7.07,-1.84,11.51,2.64,65,695,lewis,-122.1304,46.591164
Yes,2014,518,-94,31,83,5.22,2010,8.94,0.19,13.46,4.42,49,803,king,-121.905507,47.251156
Yes,2014,44,-88,46,34,7.44,2468,10.33,2.85,14.38,6.28,26,606,grays_harbor,-124.247778,47.3236
No,2014,19,7,-99,12,6.93,1057,11.49,1.88,16.44,6.54,48,965,pierce,-122.249083,47.202913
Yes,2014,432,-98,-16,54,5.01,2098,8.98,-0.68,14.28,3.69,13,920,lewis,-122.141794,46.736921
No,2014,697,-44,-89,8,0.81,309,8.1,-5.78,14.52,1.68,131,1362,lincoln,-118.794623,47.779709
No,2014,668,83,-55,94,1.41,531,8.17,-5.71,15.15,1.2,64,1395,stevens,-117.777084,48.160139
Yes,2014,987,-28,-95,61,1.28,2371,6.91,-2.29,11.64,2.19,104,865,pierce,-121.835023,46.76683
Yes,2014,736,-79,-60,62,2.79,1924,8.07,-1.62,13.08,3.06,88,974,lewis,-121.753046,46.43745
Yes,2014,1023,-67,74,67,1.62,2116,6.46,-2.28,10.59,2.32,114,675,lewis,-121.894575,46.389111
Yes,2014,1108,97,23,13,0.36,862,5.61,-5.13,11.67,-0.45,26,959,yakima,-121.36032,46.327232
Yes,2014,1211,66,-74,56,0.27,1176,6.29,-4.46,10.93,1.64,167,830,yakima,-121.343597,46.149437
No,2014,23,-100,0,4,6.77,626,10.11,2.05,14.26,5.96,45,649,island,-122.649501,48.294769
No,2014,445,-88,46,29,3.34,507,11.26,-1.68,16.95,5.57,257,1518,walla_walla,-118.235838,46.177994
No,2014,488,-96,-27,4,2.89,382,9.79,-2.83,16.44,3.15,123,1427,klickitat,-120.945574,45.838175
Yes,2016,1983,-95,-29,109,-4.22,1502,1.27,-9.25,5.86,-3.33,81,565,okanogan,-120.785059,48.98287
No,2014,556,6,-99,24,2.22,450,9.77,-2.77,16.14,3.41,141,1445,whitman,-117.621468,46.855429
No,2014,650,-55,-83,9,1.46,321,8.57,-4.96,14.88,2.25,133,1352,lincoln,-118.386988,47.474335
No,2014,362,-74,-66,18,2.54,211,10.57,-3.44,16.52,4.62,228,1539,adams,-119.344806,46.768282
Yes,2014,205,-28,95,65,5.24,2311,9.72,0.12,15.57,3.86,25,934,pacific,-123.532539,46.613126
Yes,2014,816,-6,99,93,-0.03,767,8.01,-5.59,13.54,2.48,229,1228,chelan,-120.519343,47.672722
Yes,2014,315,-92,38,113,5.73,2067,9.86,0.52,15.05,4.68,36,897,lewis,-123.308126,46.448467
Yes,2014,1983,-46,-88,111,-4.15,736,2.23,-9.71,7.03,-2.57,107,677,okanogan,-119.865891,48.968203
Yes,2014,159,-99,10,42,6.33,1344,10.66,1.1,16.04,5.28,32,989,thurston,-122.722755,46.838379
Yes,2014,119,-93,34,49,6.51,1314,11.07,1.08,16.82,5.3,26,1073,lewis,-122.878122,46.678937
Yes,2014,634,-21,-97,20,2,451,8.97,-3.56,15.64,2.3,135,1333,klickitat,-120.743485,45.867618
Yes,2014,469,-7,-99,94,1.49,2510,8.18,-3.25,13.3,3.07,115,960,snohomish,-121.373204,48.275363
Yes,2014,322,-71,-69,26,5.84,1838,10.31,0.76,15.58,5.04,47,968,cowlitz,-122.7167,46.046017
Yes,2014,1106,1,-99,53,2.07,2638,6.19,-3.29,10.36,2.02,70,649,king,-121.571602,47.27789
Yes,2016,1566,-99,-3,77,-4.32,2179,2.25,-8.61,7.15,-2.65,106,670,skagit,-120.879496,48.590404
Yes,2014,1350,87,-47,112,-1.79,870,5.12,-7.43,9.68,0.57,158,837,okanogan,-120.504509,48.628613
Yes,2014,672,99,-1,71,0.78,522,8,-6.17,14.35,1.65,130,1335,ferry,-118.186333,48.800919
Yes,2014,592,-99,7,20,1.5,442,8.61,-4.94,15.14,2.08,112,1403,lincoln,-117.88506,47.799145
Yes,2014,84,8,99,19,6.18,2168,9.88,1.05,14.88,4.88,26,767,pacific,-123.591793,46.787113
No,2014,1496,-83,54,64,0.56,4683,4.77,-3.48,8.92,0.62,103,595,jefferson,-123.588174,47.728554
Yes,2014,1420,-99,5,297,-2.05,2375,4.85,-6.08,9.67,0.04,133,817,snohomish,-121.154959,48.078748
No,2014,648,70,70,14,1.71,354,9.47,-4.08,15.74,3.19,194,1420,yakima,-120.850964,46.312282
No,2014,645,8,-99,36,1.3,382,8.99,-4.15,14.71,3.27,231,1299,yakima,-120.864317,46.480841
No,2014,653,-53,84,62,2.08,528,9.16,-3,15.28,3.04,131,1325,whitman,-117.285203,46.85925
Yes,2014,1144,76,64,41,0.13,942,5.51,-7.59,11.87,-0.86,49,1057,pend_oreille,-117.422323,48.332625
No,2014,160,-94,33,23,3.33,275,11.85,-2.06,18.27,5.42,236,1728,walla_walla,-118.615259,46.486774
No,2014,692,93,-34,122,1.59,469,10.54,-2.53,16.82,4.26,250,1620,asotin,-117.378351,46.018275
Yes,2015,727,1,99,70,4.92,2380,8.78,0.32,13.3,4.26,64,771,lewis,-122.320963,46.687658
Yes,2014,195,-97,-22,16,6.47,3374,10.04,1.49,14.73,5.35,24,719,jefferson,-124.139173,47.710857
Yes,2014,561,-62,78,48,4.64,2297,9.46,-0.37,14.86,4.07,71,981,cowlitz,-122.566673,46.1805
Yes,2014,385,11,-99,34,4.94,2416,9.86,-0.22,14.74,4.98,103,975,clark,-122.347467,45.747961
Yes,2016,1449,99,-12,127,-2.28,2138,4.37,-6.33,9.08,-0.33,127,739,skagit,-121.069843,48.603513
No,2014,1778,-93,-36,200,-4.45,2525,2.19,-7.31,6.45,-2.07,127,601,skagit,-121.051743,48.299578
Yes,2014,670,75,65,151,5.2,4581,8.89,0.68,13.01,4.77,80,651,jefferson,-123.901072,47.51808
Yes,2014,1433,99,-11,99,-0.57,1601,4.7,-5.98,9.17,0.24,131,712,kittitas,-121.026844,47.423187
Yes,2014,122,-14,-98,39,6.55,3068,10,1.4,14.65,5.35,27,708,grays_harbor,-123.842106,47.197399
Yes,2014,133,36,93,11,4.63,1756,10.24,0.07,15.36,5.13,61,981,snohomish,-121.723673,48.270727
Yes,2014,471,-57,-82,100,3.92,2907,9.63,0.97,13.81,5.45,80,786,snohomish,-121.894161,48.195306
Yes,2014,1155,-29,95,99,0.98,536,7.42,-3.89,12.08,2.76,201,1020,yakima,-120.933362,46.785489
No,2014,1898,-98,-15,163,-4.14,3422,1.92,-6.63,5.78,-1.94,103,538,whatcom,-121.490919,48.754782
Yes,2014,793,-94,33,108,0.65,411,8.07,-5.89,13.41,2.76,207,1218,ferry,-118.670542,48.244467
No,2014,584,-88,46,10,1.62,369,9.09,-4.27,15.76,2.43,128,1453,adams,-118.004386,47.175924
No,2014,595,-19,-98,5,1.47,290,8.88,-4.75,15.44,2.32,131,1428,lincoln,-118.534333,47.267875
No,2014,772,-80,59,35,0.25,357,8.49,-6.17,13.93,3.05,233,1329,okanogan,-119.582949,48.220199
No,2014,667,-94,31,3,0.57,289,8.68,-6.25,14.68,2.68,200,1372,douglas,-119.495186,47.739712
No,2014,482,-85,-52,50,1.23,248,9.76,-4.82,16.07,3.44,213,1558,grant,-119.289313,47.557046
No,2014,799,-5,-99,7,1.73,595,8.22,-4.3,14.2,2.24,103,1244,spokane,-117.129324,47.492198
Yes,2014,344,76,64,48,6.15,1806,10.06,1.05,15.13,4.99,34,878,pacific,-123.383715,46.58054
Yes,2014,695,51,85,15,0.91,572,7.57,-6.37,14.53,0.61,71,1329,stevens,-117.94435,48.292085
Yes,2014,1090,-48,87,42,-1.14,401,6.23,-8.71,12.25,0.21,157,1162,okanogan,-119.106066,48.546497
No,2014,585,-94,31,14,1.57,342,8.88,-4.57,15.39,2.37,128,1413,lincoln,-118.199599,47.287078
No,2014,251,-59,80,11,3.07,274,11.24,-2.23,17.76,4.72,220,1699,walla_walla,-118.771156,46.273886
Yes,2014,1640,87,49,114,-3.56,886,3.68,-7.73,8.24,-0.88,165,750,okanogan,-120.358096,48.678997
No,2014,26,0,100,1,6.78,466,10.28,2.56,14.27,6.3,38,664,clallam,-123.154118,48.116276
No,2014,617,-95,28,6,1.37,294,8.8,-4.86,15.26,2.34,137,1416,lincoln,-118.565205,47.428844
Yes,2014,1450,-99,-12,57,-3.12,563,4.13,-8.97,9.43,-1.17,141,910,okanogan,-119.834546,48.661561
No,2014,363,-19,-98,5,2.73,341,10.86,-2.64,17.54,4.19,173,1651,adams,-118.130736,46.795351
No,2014,461,21,-97,5,2.08,372,10.13,-3.18,17.07,3.19,132,1599,whitman,-117.968396,46.850225
Yes,2014,551,99,12,157,0.64,871,9,-5.04,15.32,2.68,183,1449,chelan,-120.72678,47.616155
No,2014,292,99,3,9,2.33,209,10.6,-3.73,17.19,4.01,194,1644,adams,-119.202377,46.904044
No,2014,290,70,70,2,2.82,221,11,-2.89,17.15,4.85,231,1612,franklin,-119.32704,46.610969
No,2014,127,-1,-99,15,3.28,220,11.78,-1.87,18.46,5.1,171,1751,benton,-119.518759,45.947372
No,2014,681,-35,-93,6,0.35,292,8.66,-6.27,14.6,2.72,210,1418,douglas,-119.823002,47.564023
Yes,2014,1568,92,38,149,-2.75,702,3.89,-7.84,8.6,-0.83,143,774,okanogan,-120.209765,48.81998
Yes,2014,747,47,-87,104,4.91,1916,8.42,-0.38,12.74,4.1,59,710,lewis,-122.510831,46.706895
No,2014,855,-3,99,24,1,901,6.57,-6.1,12.7,0.43,54,1157,yakima,-121.166411,46.968032
Yes,2014,357,-99,1,61,4.97,1813,9.09,-0.81,13.62,4.56,47,771,whatcom,-122.240178,48.851211
No,2014,5,98,-14,2,8.02,2147,10.59,3.93,13.99,7.19,37,549,grays_harbor,-124.149388,47.009921
Yes,2014,97,96,25,34,6.67,2318,10.66,1.71,15.95,5.37,24,866,grays_harbor,-123.525812,47.126732
Yes,2014,379,98,-18,47,6.2,1888,9.81,1.13,14.49,5.14,38,794,lewis,-123.168788,46.484016
Yes,2014,746,96,27,79,3.07,1947,6.98,-1.08,10.6,3.36,99,567,jefferson,-123.070433,47.796565
No,2014,217,-79,-60,4,2.17,190,10.76,-3.26,17.9,3.62,182,1724,yakima,-119.976126,46.247979
Yes,2014,67,40,-91,16,6.8,2815,9.82,2.48,13.79,5.86,22,604,clallam,-124.580288,47.986419
Yes,2014,1222,11,-99,90,0.11,1480,5.24,-5.5,9.71,0.76,114,734,kittitas,-121.004466,47.318488
Yes,2015,291,-16,98,53,5.16,3098,10.34,0,15.78,4.89,75,1088,skamania,-122.21662,46.053738
Yes,2014,716,22,-97,37,1.48,686,7.91,-5.29,14.05,1.78,95,1252,spokane,-117.204655,47.997242
No,2014,659,89,-44,1,1.43,616,8,-5.62,14.65,1.34,72,1326,stevens,-117.573845,47.943047
No,2014,367,-98,19,2,2.32,224,10.14,-3.76,16.6,3.68,172,1515,adams,-119.00605,46.786222
Yes,2014,1493,46,88,198,1.72,1531,5.35,-2.88,9.31,1.39,88,549,clallam,-123.287497,47.913799
No,2014,478,75,65,134,0.68,339,9.32,-5.94,15.5,3.15,231,1524,okanogan,-119.434277,48.368047
Yes,2014,274,22,-97,52,6.59,3003,9.9,1.61,14.46,5.35,23,697,clallam,-124.400176,48.102376
Yes,2014,291,-86,-49,19,6,1449,10.38,0.51,15.97,4.79,27,1018,lewis,-122.505162,46.544011
No,2014,5,100,0,1,7.34,527,10.45,2.77,14.4,6.5,32,633,jefferson,-122.783445,48.133808
Yes,2014,1226,-9,-99,120,0.83,947,6.38,-4.42,11.71,1.06,83,1056,yakima,-121.09517,46.828406
Yes,2014,1045,47,-88,51,0.71,671,6.74,-6.08,11.65,1.82,164,1003,stevens,-117.85583,48.818797000000004
Yes,2014,201,-99,2,64,6.12,2798,10.03,1.29,15.01,5.05,34,802,pacific,-123.661518,46.396845
Yes,2014,57,-65,-75,6,7.43,2563,10.53,2.63,14.83,6.23,26,653,grays_harbor,-124.17727,47.278418
Yes,2014,790,-96,-27,40,2,732,8.53,-3.99,13.47,3.6,190,1159,spokane,-117.187463,47.81468
Yes,2014,168,51,-86,25,6.64,2882,9.51,2.09,13.3,5.72,22,567,clallam,-124.632423,48.164752
No,2014,52,-83,54,23,6.86,1073,11.7,1.58,16.98,6.43,62,1081,clark,-122.631268,45.708856
Yes,2014,504,22,-97,142,1.32,2366,7.74,-2.99,12.8,2.69,117,977,snohomish,-121.27546,47.807643
No,2014,190,40,91,13,2.65,203,12.1,-2.89,18.64,5.57,309,1958,benton,-119.673524,46.589621
No,2014,426,-11,99,54,3.14,358,11.05,-2.16,16.98,5.12,224,1539,walla_walla,-118.434929,46.459073
No,2014,14,99,-11,7,7.01,1209,11.4,2.03,16.05,6.74,55,925,king,-122.004341,47.720626
Yes,2014,126,-86,-49,12,6.26,1788,10.72,1.39,15.65,5.79,51,924,mason,-122.940618,47.421876
Yes,2014,754,-90,41,95,4.3,2708,7.93,-0.96,12.03,3.84,63,680,cowlitz,-122.417509,46.246156
Yes,2014,61,18,98,21,7.6,2406,10.36,3.09,14.24,6.47,28,592,grays_harbor,-124.169812,47.177486
Yes,2014,71,-6,99,16,6.95,2931,10.11,1.91,14.63,5.58,22,665,grays_harbor,-124.022976,47.224083
No,2014,712,-83,-55,12,0.54,302,8.42,-6.25,14.5,2.33,182,1385,grant,-119.134729,47.766459
Yes,2014,93,-21,97,47,6.7,2139,10.26,2.41,14.61,5.92,29,707,clallam,-124.470722,48.276589
No,2014,543,-50,86,8,1.22,256,9.48,-5.12,15.88,3.09,197,1526,grant,-119.125809,47.599898
No,2014,1563,-99,-2,97,-2.1,2844,4.21,-4.59,7.98,0.44,133,623,whatcom,-121.274946,48.753694
Yes,2014,1831,-95,28,41,-4.13,777,2.66,-9.06,7.62,-2.3,116,741,okanogan,-119.986455,48.694585
No,2014,693,62,77,34,0.6,248,8.78,-6,14.49,3.07,220,1370,grant,-119.797113,47.402854
No,2014,400,70,-70,17,2.8,205,10.84,-2.97,16.91,4.77,234,1524,yakima,-120.001086,46.403309
No,2014,711,-98,15,38,0.89,278,8.6,-4.86,15.06,2.14,165,1369,kittitas,-120.42532,46.869625
Yes,2014,320,97,-21,52,5.56,1649,10.18,1.18,14.87,5.49,77,880,jefferson,-122.880287,47.778033
No,2014,751,60,-79,19,1.46,468,8.41,-4.94,14.28,2.53,149,1287,lincoln,-117.878101,47.742982
No,2014,439,-11,-99,21,2.9,211,10.75,-3.35,15.76,5.73,288,1426,grant,-119.378568,46.9393
Yes,2014,855,-67,74,163,-0.36,2441,7.3,-3.04,12.07,2.52,190,980,snohomish,-121.193829,48.292338
Yes,2014,690,-84,-53,165,0.28,1001,8.45,-4.98,14.13,2.78,183,1317,chelan,-120.65702,48.318933
No,2014,769,93,-35,12,1.62,522,8.55,-3.71,14.8,2.29,110,1305,whitman,-117.134159,47.167376
No,2014,502,87,-48,77,2.21,417,10.85,-1.9,16.67,5.03,246,1546,asotin,-117.012647,46.170973
No,2014,400,94,31,1,2.56,305,10.76,-2.82,17.23,4.3,200,1640,franklin,-118.292362,46.671041
No,2014,993,65,75,6,1.15,610,9.07,-3,14.09,4.05,266,1185,garfield,-117.553055,46.389601999999996
No,2014,708,58,81,20,1.99,497,9.03,-3.28,15.09,2.98,141,1312,whitman,-117.459009,46.990997
No,2014,714,99,-9,5,1.45,456,8.2,-4.94,14.41,1.99,107,1290,spokane,-117.723919,47.501611
No,2014,607,-79,-60,10,2,226,9.86,-3.47,15.6,4.12,235,1411,benton,-119.821765,46.374412
Yes,2014,196,-90,-43,18,6.34,1244,10.62,1.29,15.53,5.72,43,938,king,-122.070926,47.190798
No,2014,391,-22,-97,4,1.77,194,10.22,-4.73,16.53,3.92,227,1578,grant,-119.769582,47.243915
Yes,2014,1261,-44,89,75,-1.57,451,4.94,-9.36,10.89,-1,127,1031,okanogan,-118.905402,48.750709
No,2014,792,-91,-40,14,1.62,561,8.43,-3.58,14.49,2.37,121,1261,whitman,-117.154372,47.046954
Yes,2014,732,-54,-83,60,1.09,481,8.1,-5.88,14.32,1.89,129,1324,ferry,-118.498179,48.106874
No,2014,347,-76,-64,11,2.57,232,10.43,-3.4,17.05,3.82,162,1581,adams,-118.822845,46.758545
No,2014,402,-70,-70,6,2.96,247,10.7,-2.58,16.76,4.64,183,1514,benton,-119.427673,46.071831
No,2014,237,66,-74,9,3.34,220,11.54,-1.84,17.88,5.21,211,1655,benton,-119.241936,45.970219
No,2014,379,-42,90,23,3.13,236,11.23,-2.53,17.14,5.32,254,1552,yakima,-120.168194,46.15152
Yes,2014,832,99,3,32,0.88,548,7.95,-5.61,13.8,2.1,158,1252,stevens,-117.93231,48.433698
Yes,2014,1761,-84,-53,47,-1.19,1070,3.68,-8.17,7.69,-0.34,146,661,pend_oreille,-117.515534,48.824967
No,2014,271,76,-64,21,3.12,329,11.26,-2.08,17.62,4.9,212,1654,walla_walla,-118.74608,46.114415
Yes,2014,125,7,99,41,6.53,2526,10.74,1.27,15.76,5.72,41,937,grays_harbor,-123.234303,46.98669
Yes,2014,128,97,-20,48,6.52,2126,10.41,1.16,15.8,5.03,20,860,grays_harbor,-123.444168,46.93718
Yes,2014,124,89,-44,10,6.37,1659,10.77,1.48,15.46,6.08,56,908,king,-121.787589,47.525228
No,2014,117,-60,79,26,6.63,1171,11.15,2.04,15.72,6.59,76,918,king,-122.294132,47.37685
Yes,2014,1121,-90,-42,117,-1.38,539,7.15,-5.84,12.02,2.28,262,1129,chelan,-120.241481,48.034619
No,2014,769,73,68,77,1.82,278,9.77,-3.57,15.41,4.12,248,1407,benton,-119.655317,46.429729
Yes,2014,224,59,-80,55,6.29,2166,10.46,1.27,15.64,5.27,40,934,wahkiakum,-123.290857,46.28012
Yes,2014,136,-78,-62,13,5.96,1412,10.29,0.14,15.05,5.53,44,838,whatcom,-122.318496,48.649282
Yes,2014,514,-64,76,28,5.07,2764,9.67,-0.29,14.21,5.14,108,923,clark,-122.345299,45.901282
Yes,2014,109,-85,-51,2,6.96,3518,10.56,2.01,15.33,5.78,25,766,grays_harbor,-123.905899,47.375493
Yes,2014,1383,99,1,163,-1.74,2022,5.48,-6.54,10.63,0.32,144,933,chelan,-120.836734,48.099811
Yes,2014,488,-99,13,86,0.33,475,8.84,-5.56,14.95,2.74,205,1421,chelan,-120.401058,47.799818
Yes,2014,1031,2,99,61,0.89,596,7.9,-5.17,13.12,2.68,193,1166,stevens,-117.942638,48.102555
No,2014,648,11,-99,81,1.28,367,9.07,-5.02,15.14,2.99,181,1426,lincoln,-118.461816,47.817672
Yes,2014,1260,-65,75,99,1.27,2322,5.22,-3.47,9.45,0.99,71,554,lewis,-121.959026,46.707605
Yes,2014,474,-6,99,48,5.19,1275,9.69,0.88,14.3,5.09,80,827,jefferson,-122.938618,47.915461
Yes,2014,709,46,88,72,5.41,2107,9.03,0.18,13.63,4.43,57,805,lewis,-122.295075,46.543143
Yes,2014,801,-44,89,45,-0.96,418,7.37,-9.42,13.35,1.39,214,1268,okanogan,-119.792784,48.524643
Yes,2014,832,-74,-66,18,2.37,2621,7.45,-3.01,12.2,2.7,112,867,skamania,-121.835263,45.896499
No,2014,458,95,-29,19,1.52,216,10.16,-4.73,16.3,4,245,1579,grant,-119.43939,47.41966
Yes,2014,1014,-63,-76,76,-1.51,385,6.91,-7.23,12.21,1.61,243,1190,okanogan,-119.429565,48.513724
No,2014,548,29,95,57,2.75,491,10.64,-2.06,16.1,5.18,245,1401,columbia,-118.079211,46.309769
Yes,2014,357,95,-28,35,4.26,2776,9.34,-0.46,13.87,4.81,54,795,skagit,-121.572971,48.354565
Yes,2014,665,30,-95,73,4.49,1969,9.12,0.23,14.01,4.23,71,964,lewis,-121.928426,46.56714
Yes,2014,404,-68,-72,24,5.79,2036,10.1,0.72,15.31,4.89,50,957,lewis,-122.640271,46.642843
Yes,2015,1645,97,-21,109,-1.39,1708,3.4,-6.02,7.84,-1.05,100,556,yakima,-121.315517,46.771259
Yes,2014,556,0,0,0,1.62,792,8.25,-3.87,15.16,1.34,87,1284,klickitat,-121.292314,45.979456
No,2014,1,12,-99,11,7.06,766,10.51,1.95,14.95,6.07,30,724,skagit,-122.455757,48.358962
Yes,2014,50,43,-90,25,7.24,2609,10.39,2.44,14.81,5.97,23,656,grays_harbor,-124.063474,47.385028
Yes,2014,860,-99,9,46,-0.11,1015,7.32,-5.54,12.64,2,169,1107,chelan,-120.753448,47.789853
No,2014,702,60,79,141,1.2,475,9.25,-5,14.52,3.99,257,1314,kittitas,-120.140153,47.220563
No,2014,461,67,-73,11,1.52,236,9.87,-4.78,16.3,3.44,202,1576,grant,-119.266397,47.391759
No,2014,1072,42,-90,20,-1.07,347,7.25,-5.32,12.06,2.45,263,1109,douglas,-120.188673,47.544526
Yes,2014,1337,24,96,117,1,5170,5.04,-3.18,8.91,1.16,102,554,clallam,-123.807798,47.917509
Yes,2014,1099,99,-7,13,0.68,1711,6.62,-4.31,11.36,1.88,154,838,yakima,-121.389389,46.070385
No,2014,327,-62,78,4,3.1,315,11.11,-2.05,17.39,4.83,216,1619,walla_walla,-118.59461,46.3115
Yes,2014,704,-63,-77,27,1.45,458,8.32,-4.54,14.79,1.85,94,1326,spokane,-117.644636,47.350673
Yes,2014,1702,-49,-86,54,-3.13,671,3.5,-8.34,8.34,-1.35,124,773,okanogan,-120.052063,48.869688
No,2014,555,84,-53,33,1.84,382,9.86,-3.04,16.15,3.57,214,1456,klickitat,-120.450682,45.833716
Yes,2014,1359,-53,-84,87,-2.23,526,5.39,-7.77,10.05,0.73,223,937,okanogan,-119.282592,48.563364
Yes,2014,948,-87,-48,17,-1.79,738,5.64,-8.23,11.86,-0.58,105,1112,okanogan,-120.520015,48.431402
Yes,2014,924,-88,46,128,3.51,2915,7.67,-1.74,12.13,3.22,76,809,skamania,-122.162067,45.877493
Yes,2014,918,76,-64,55,3.2,2902,7.98,-1.84,12.63,3.34,105,857,skamania,-121.983808,45.797146
No,2014,530,-42,90,15,1.95,227,10.26,-4.23,15.62,4.9,293,1453,kittitas,-120.099593,47.055961
